搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
英特尔酷睿i9 CPU 自营,铭瑄iCraft Z790 WIFI V2电脑主板+英特尔（Intel）i9-14900KS 酷睿14代处理器主板CPU套装,6569.00,铭瑄京东自营旗舰店,铭瑄Z790 V2电竞之心+14900KS,1000+,jfs/t1/338731/4/9130/112955/68c0f0eeF70166055/4c7ca1924e1246e8.jpg,1000094211,强劲性能,100209313103,1000+,100209313103
英特尔酷睿i9 CPU 自营,铭瑄MS-终结者 Z790-A电脑主板+英特尔（Intel）i9-14900KF 酷睿14代处理器主板CPU套装,4499.00,铭瑄京东自营旗舰店,铭瑄终结者Z790-A+14900KF,1万+,jfs/t1/349456/16/13/109677/68bab103F16f03e35/25e8a23db8eeebfa.jpg,1000094211,强劲性能,100208414503,2万+,100208414503
英特尔酷睿i9 CPU 自营,铭瑄iCraft Z790ITX WIFI电脑主板+英特尔（Intel）i9-14900K 酷睿14代处理器主板CPU套装,4899.00,铭瑄京东自营旗舰店,铭瑄电竞之心Z790 ITX+14900K,2万+,jfs/t1/339751/15/8951/95011/68c0edbdFf73b6ce4/29c520823ef87c9e.jpg,1000094211,强劲性能;迷你设计,100278246946,2万+,100278246946
英特尔酷睿i9 CPU 自营,铭瑄终结者 Z790-A电脑主板+英特尔（Intel）i9-14900KS 酷睿14代处理器主板CPU套装,6399.00,铭瑄京东自营旗舰店,铭瑄Z790-A终结者+14900KS,1000+,jfs/t1/342885/6/1588/109924/68c0f132Ff47f18bc/00acf37176fea07e.jpg,1000094211,兼容性强;高速传输;多核支持;强劲性能,100278288580,1000+,100278288580
英特尔酷睿i9 CPU 自营,铭瑄MS-Challenger Z890M WIFI I 电脑主板+英特尔Ultra U9-285K 酷睿处理器主板CPU套装,5599.00,铭瑄京东自营旗舰店,Ultra i9-285K,32,jfs/t1/248152/32/21012/116590/670e2799F08430080/6fb6f621355e4961.jpg,1000094211,超强性能;全新接口;WiFi高速;紧凑设计;智控设计;稳定传输;智能优化;多功能扩展;高清输出;高效散热,100122124395,200+,100122124395
英特尔酷睿i9 CPU 自营,铭瑄iCraft Z790 WIFI V2电脑主板+英特尔（Intel）i9-14900K 酷睿14代处理器主板CPU套装,4969.00,铭瑄京东自营旗舰店,铭瑄电竞之心Z790 V2+14900K,2万+,jfs/t1/342586/24/1584/112577/68c0ec47Fab7ac064/71088d6021ff2f07.jpg,1000094211,超频利器;强劲性能,100278246880,2万+,100278246880
英特尔酷睿i9 CPU 自营,铭瑄iCraft Z790ITX WIFI电脑主板+英特尔（Intel）i9-14900KS 酷睿14代处理器主板CPU套装,6499.00,铭瑄京东自营旗舰店,铭瑄Z790 ITX电竞之心+14900KS,1000+,jfs/t1/350956/27/1714/95384/68c0f173F527b3ec5/d70e472f275ac242.jpg,1000094211,无线网络;迷你设计;集成WIFI;强劲性能;高端处理器,100278288644,1000+,100278288644
英特尔酷睿i9 CPU 自营,铭瑄MS-eSport Z890M WIFI  电脑主板+英特尔Ultra U9-285K 酷睿处理器主板CPU套装,5649.00,铭瑄京东自营旗舰店,Ultra i9-285K,42,jfs/t1/238815/36/19074/128530/670e1bd9Feedcf90a/19ea16fe6e226494.jpg,1000094211,紧凑设计;强劲处理,100122124357,100+,100122124357
英特尔酷睿i9 CPU 自营,铭瑄MS-Challenger Z890M WIFI ICE 电脑主板+英特尔Ultra U9-285K 酷睿处理器主板CPU套装,5599.00,铭瑄京东自营旗舰店,Ultra i9-285K,36,jfs/t1/220695/8/44059/135230/670e25acF839a12d1/103451cd79320b9a.jpg,1000094211,智能搭配;高频处理;极致散热;WIFI连接;高效能耗;畅快体验;极速运算;稳定输出;强劲性能;超频潜力,100147500712,100+,100147500712
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿 Ultra 9处理器285K 台式机 24核24线程 盒装CPU 游戏电竞视频剪辑 畅玩三角洲行动,4799.00,英特尔京东自营旗舰店,285K盒装CPU,5000+,jfs/t1/426136/22/10354/96902/69f19dddF62cb63da/0083320320843242.png,1000000693,5.7睿频至高;24核强劲;游戏特效;高速运算,100145512952,9000+,100145512952
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿 Ultra 9处理器285 CPU 盒装 台式机 24核24线程 睿频至高可达5.6Ghz 畅玩三角洲行动,4399.00,英特尔京东自营旗舰店,24核24线程 Ultra 9 285,100+,jfs/t1/427047/18/7883/93155/69f19ddfF9ded303f/008332032030f132.png,1000000693,自带原装风扇;支持核显;3D混合架构;5.6Ghz睿频;多核处理;多任务轻松;高效能处理;快速响应;智能睿频;流畅运行,100134352045,200+,100134352045
英特尔酷睿i9 CPU 自营,大水牛L9W CPU风冷散热器,27.90,大水牛京东自营旗舰店,L9W(Intel/9CM风扇/镶铜底座),20万+,jfs/t1/278098/11/13680/38978/67ea527cF18f8c673/65f9707641723a61.jpg,1000000707,支持1200;9CM风扇;穿片工艺;镶铜底座;兼容多平台;白色外观;兼容1151;液压轴承,100213267382,40万+,100213267382
英特尔酷睿i9 CPU 自营,【9成新】英特尔(Intel) i7-13700F 酷睿13代 处理器 16核24线程 睿频至高可达5.2Ghz 五年质保 台式机CPU  ,2944.00,拍拍二手自营专区,16核24线程 i7-13700F,1,jfs/t1/420267/26/17005/23940/69e70db2F026c5586/0914320320e85673.jpg,1000080442,多任务处理;5.2Ghz睿频;24线程设计;16核24线程;第十三代,100284096002,,100284096002
英特尔酷睿i9 CPU 自营,【9成新】英特尔(Intel)i7-10700K 酷睿八核 盒装CPU处理器  ,2659.00,拍拍二手自营专区,i7-10700K★3.8GHz★8核16线程,200+,jfs/t1/416518/17/16712/28000/69e70db5Fa7fe2f0c/0914320320b7d5fa.jpg,1000080442,LGA1200;解锁倍频;八核设计;十代酷睿;八核处理,100007543353,400+,100007543353
英特尔酷睿i9 CPU 自营,尔英主板CPU板载套装HX DDR4 i9-14900HX i9-13980HX i7-14700HX i5-14500HX电脑台式机游戏办公生产力 主推 i9-13980HX-DDR4-VC,1919.00,尔英旗舰店,主推 i9-13980HX-DDR4-VC,100+,jfs/t1/323769/24/21114/177300/68ca5173F362c2ba6/422fa4964c117346.jpg,12413757,高性板U套D4;高能低耗主板套;尔英HX板载套;优质兼容性;超高性价比;极速运算体验;强劲性能;多核支持;持久稳定运行;灵活方案,10112821509365,100+,10112821509365
英特尔酷睿i9 CPU 自营,英特尔（Intel）14代酷睿CPU处理器 台式机处理器 盒装CPU i9-14900KF 盒装【五年质保】,3359.00,英特尔官方旗舰店,i9-14900KF 盒装【五年质保】,1万+,jfs/t1/402122/30/11338/117995/69b22698Fa9b27133/00833203205ea847.png,10120312,快速可靠;极致性能表现;超频发烧;游戏性能,10087603489128,2万+,10087603489128
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿Ultra 270K Plus 285K 265K搭华硕Z890主板CPU套装 板u套装 华硕ROG MAXIMUS Z890 HERO Ultra 7 270K Plus 盒,5659.00,英特尔官方旗舰店,华硕ROG MAXIMUS Z890 HERO,1000+,jfs/t1/405772/16/17914/137662/69c23acbF3b103530/00833203201688cd.jpg,10120312,免息分期;华硕ROG;酷睿Ultra;盒装优质;高性能处理;专票支持;全国联保;ATX标准,10214405792336,2000+,10214405792336
英特尔酷睿i9 CPU 自营,尔英板载CPU套装i9-14900HX电脑主板i7-14700HX台式机i5-14650HX游戏办公Ai生产力算力电竞i5-14500HX 新i9-14900HX-D5-VC PCIe5.0,2419.00,尔英旗舰店,新i9-14900HX-D5-VC PCIe5.0,40,jfs/t1/412274/14/3244/139549/69ca3b89Fe7fcce72/00833203206bd300.jpg,12413757,,10215367079692,,10215367079692
英特尔酷睿i9 CPU 自营,尔英主板CPU板载套装HX DDR4 i9-14900HX i9-13980HX i7-14700HX i5-14500HX电脑台式机游戏办公生产力 i9-14900HX-DDR4-VC,2419.00,尔英旗舰店,i9-14900HX-DDR4-VC,100+,jfs/t1/323769/24/21114/177300/68ca5173F362c2ba6/422fa4964c117346.jpg,12413757,尔英HX板载套;高能低耗主板套;高性板U套D4;游戏利器;稳定运行;兼容多款;简易组装;多核处理;强劲性能;流畅游戏体验,10127959578116,100+,10127959578116
英特尔酷睿i9 CPU 自营,英特尔（Intel）14代酷睿CPU处理器 台式机处理器 盒装CPU i9-14900KS 盒装【五年质保】,5259.00,英特尔官方旗舰店,i9-14900KS 盒装【五年质保】,1万+,jfs/t1/399762/35/21553/121273/69b226abF469065cb/0083320320c4db5d.png,10120312,游戏性能;超强核心;超频能力;游戏体验优质;电竞娱乐;显卡集成;24核强劲性能;高效处理;出色稳定;日常办公,10098019015373,2万+,10098019015373
英特尔酷睿i9 CPU 自营,英特尔（Intel）13代酷睿CPU处理器 台式机处理器 盒装CPU 13代i9-13900K 盒装【五年质保】,3899.00,英特尔官方旗舰店,13代i9-13900K 盒装【五年质保】,2万+,jfs/t1/402223/13/9052/123478/69b2284bF86df52e5/0083320320cd8a3e.jpg,10120312,智能高速;能耗更低;退货无忧;严格检测;全新体质;酷睿i9高速;官方质保;超频支持;酷睿i9性能;核显支持,10061565047910,4万+,10061565047910
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿12代i3 i5 i7 i9系列12490F 12600KF 12700KF 12900KF CPU 台式机处理器 盒装CPU 12代i9-12900KF【16核24线程】,3499.00,英特尔官方旗舰店,12代i9-12900KF【16核24线程】,5万+,jfs/t1/403323/13/3996/127610/69b22832F38cf321f/008332032001fded.jpg,10120312,人工智能;多任务处理;高清解码;高性能计算;12代新技术;强劲性能;多核处理;超频解锁;电竞娱乐优质;16核高性能,10039470575693,6万+,10039470575693
英特尔酷睿i9 CPU 自营,英特尔（Intel）14代酷睿CPU处理器 台式机处理器 盒装CPU i9-14900K 盒装【五年质保】,3679.00,英特尔官方旗舰店,i9-14900K 盒装【五年质保】,1万+,jfs/t1/400608/13/16181/122897/69b22696F1d91ed11/0083320320dc588a.png,10120312,游戏性能;智能高速;性能超乎想象;电竞娱乐佳选;出色核心;稳定表现;接口新一代;核显支持;超频潜能;更高帧率,10087603489127,2万+,10087603489127
英特尔酷睿i9 CPU 自营,英特尔(Intel) 处理器 台式机CPU 游戏办公 畅玩无畏契约 二手CPU Intel Core i9,749.00,拍拍二手自营旗舰店,,1000+,jfs/t1/426791/27/5354/65630/69ef1ac4F3748d97e/0083320320407028.png,16943539,散热性能强;游戏性能好;高帧率快速响应;一年质保;高性能处理;质检保证;99成新品;流畅运行;无畏契约;办公利器,10192727764875,1000+,10192727764875
英特尔酷睿i9 CPU 自营,英特尔（Intel） 14代酷睿i9 24核心处理器 5.8GHz 高性能CPU,5371.66,亚马逊海外官方旗舰店,,0,jfs/t1/168216/11/40461/58340/6788bd22F07a80ffa/cee789417a4a7756.jpg,13253407,高效能计算;5.8GHz频率;快速响应;流畅运行;高性能处理;强劲性能;24核心设计,10135603036120,,10135603036120
